co_atc,mese,count
J01CR02,2008-01-01,2345
J01CA04,2008-01-01,1198
J01FA09,2008-01-01,740
J01FA10,2008-01-01,579
J01MA02,2008-01-01,500
J01CR02,2008-02-01,1742
J01CA04,2008-02-01,931
J01FA09,2008-02-01,684
J01FA10,2008-02-01,506
J01DD08,2008-02-01,370
J01CR02,2008-03-01,1519
J01CA04,2008-03-01,780
J01FA09,2008-03-01,632
J01FA10,2008-03-01,428
J01DD08,2008-03-01,298
J01CR02,2008-04-01,1433
J01CA04,2008-04-01,693
J01FA09,2008-04-01,565
J01FA10,2008-04-01,417
J01DD08,2008-04-01,288
J01CR02,2008-05-01,1230
J01CA04,2008-05-01,592
J01FA09,2008-05-01,520
J01FA10,2008-05-01,409
J01DD08,2008-05-01,220
J01CR02,2008-06-01,1082
J01CA04,2008-06-01,482
J01FA09,2008-06-01,417
J01FA10,2008-06-01,314
J01DD08,2008-06-01,173
J01CR02,2008-07-01,1281
J01CA04,2008-07-01,595
J01FA09,2008-07-01,465
J01FA10,2008-07-01,360
J01DD08,2008-07-01,252
J01CR02,2008-08-01,938
J01CA04,2008-08-01,448
J01FA09,2008-08-01,370
J01FA10,2008-08-01,221
J01DD08,2008-08-01,174
J01CR02,2008-09-01,1670
J01CA04,2008-09-01,789
J01FA09,2008-09-01,617
J01FA10,2008-09-01,464
J01DD08,2008-09-01,300
J01CR02,2008-10-01,1824
J01CA04,2008-10-01,904
J01FA09,2008-10-01,674
J01FA10,2008-10-01,523
J01DD08,2008-10-01,375
J01CR02,2008-11-01,1390
J01CA04,2008-11-01,666
J01FA09,2008-11-01,494
J01FA10,2008-11-01,385
J01DD08,2008-11-01,274
J01CR02,2008-12-01,1525
J01CA04,2008-12-01,746
J01FA09,2008-12-01,532
J01FA10,2008-12-01,444
J01DD08,2008-12-01,305
J01CR02,2009-01-01,1812
J01CA04,2009-01-01,825
J01FA09,2009-01-01,668
J01FA10,2009-01-01,440
J01DD08,2009-01-01,332
J01CR02,2009-02-01,1749
J01CA04,2009-02-01,795
J01FA09,2009-02-01,595
J01FA10,2009-02-01,451
J01DD08,2009-02-01,367
J01CR02,2009-03-01,1910
J01CA04,2009-03-01,871
J01FA09,2009-03-01,707
J01FA10,2009-03-01,506
J01DD08,2009-03-01,437
J01CR02,2009-04-01,1726
J01CA04,2009-04-01,713
J01FA09,2009-04-01,598
J01FA10,2009-04-01,464
J01DD08,2009-04-01,333
J01CR02,2009-05-01,1451
J01CA04,2009-05-01,626
J01FA09,2009-05-01,507
J01FA10,2009-05-01,450
J01DD08,2009-05-01,295
J01CR02,2009-06-01,1259
J01CA04,2009-06-01,499
J01FA09,2009-06-01,449
J01FA10,2009-06-01,341
J01DD08,2009-06-01,272
J01CR02,2009-07-01,1502
J01CA04,2009-07-01,547
J01FA09,2009-07-01,492
J01FA10,2009-07-01,409
J01DD08,2009-07-01,263
J01CR02,2009-08-01,1134
J01FA09,2009-08-01,414
J01CA04,2009-08-01,335
J01FA10,2009-08-01,266
J01DD08,2009-08-01,207
J01CR02,2009-09-01,1770
J01CA04,2009-09-01,709
J01FA09,2009-09-01,611
J01FA10,2009-09-01,486
J01DD08,2009-09-01,361
J01CR02,2009-10-01,2516
J01FA09,2009-10-01,1016
J01CA04,2009-10-01,961
J01FA10,2009-10-01,719
J01DD08,2009-10-01,579
J01CR02,2009-11-01,2354
J01FA09,2009-11-01,1095
J01CA04,2009-11-01,876
J01FA10,2009-11-01,662
J01DD08,2009-11-01,568
J01CR02,2009-12-01,1422
J01FA09,2009-12-01,572
J01CA04,2009-12-01,526
J01FA10,2009-12-01,465
J01DD08,2009-12-01,328
J01CR02,2010-01-01,1495
J01CA04,2010-01-01,542
J01FA09,2010-01-01,523
J01FA10,2010-01-01,437
J01DD08,2010-01-01,327
J01CR02,2010-02-01,1588
J01FA09,2010-02-01,587
J01CA04,2010-02-01,563
J01FA10,2010-02-01,461
J01DD08,2010-02-01,349
J01CR02,2010-03-01,1792
J01FA09,2010-03-01,734
J01CA04,2010-03-01,696
J01FA10,2010-03-01,576
J01DD08,2010-03-01,454
J01CR02,2010-04-01,1579
J01FA09,2010-04-01,576
J01CA04,2010-04-01,559
J01FA10,2010-04-01,546
J01DD08,2010-04-01,406
J01CR02,2010-05-01,1559
J01CA04,2010-05-01,573
J01FA09,2010-05-01,504
J01FA10,2010-05-01,501
J01DD08,2010-05-01,328
J01CR02,2010-06-01,1298
J01FA09,2010-06-01,447
J01CA04,2010-06-01,438
J01FA10,2010-06-01,427
J01DD08,2010-06-01,256
J01CR02,2010-07-01,1354
J01FA09,2010-07-01,455
J01FA10,2010-07-01,440
J01CA04,2010-07-01,439
J01DD08,2010-07-01,281
J01CR02,2010-08-01,1357
J01CA04,2010-08-01,473
J01FA09,2010-08-01,416
J01FA10,2010-08-01,375
J01DD08,2010-08-01,246
J01CR02,2010-09-01,1201
J01FA09,2010-09-01,459
J01CA04,2010-09-01,451
J01FA10,2010-09-01,377
J01DD08,2010-09-01,244
J01CR02,2010-10-01,1497
J01FA09,2010-10-01,555
J01CA04,2010-10-01,505
J01FA10,2010-10-01,440
J01DD08,2010-10-01,392
J01CR02,2010-11-01,1458
J01FA09,2010-11-01,464
J01CA04,2010-11-01,452
J01FA10,2010-11-01,437
J01DD08,2010-11-01,362
J01CR02,2010-12-01,1510
J01FA09,2010-12-01,480
J01CA04,2010-12-01,473
J01FA10,2010-12-01,466
J01DD08,2010-12-01,366
J01CR02,2011-01-01,2087
J01FA09,2011-01-01,755
J01CA04,2011-01-01,576
J01FA10,2011-01-01,561
J01DD08,2011-01-01,510
J01CR02,2011-02-01,1930
J01FA09,2011-02-01,655
J01CA04,2011-02-01,562
J01FA10,2011-02-01,550
J01DD08,2011-02-01,463
J01CR02,2011-03-01,1755
J01FA10,2011-03-01,551
J01FA09,2011-03-01,546
J01CA04,2011-03-01,485
J01DD08,2011-03-01,449
J01CR02,2011-04-01,1537
J01FA09,2011-04-01,550
J01FA10,2011-04-01,483
J01CA04,2011-04-01,406
J01DD08,2011-04-01,381
J01CR02,2011-05-01,1572
J01FA09,2011-05-01,499
J01FA10,2011-05-01,476
J01CA04,2011-05-01,442
J01DD08,2011-05-01,352
J01CR02,2011-06-01,1224
J01FA09,2011-06-01,381
J01FA10,2011-06-01,340
J01CA04,2011-06-01,289
J01DD08,2011-06-01,247
J01CR02,2011-07-01,1254
J01FA10,2011-07-01,365
J01FA09,2011-07-01,352
J01CA04,2011-07-01,300
J01DD08,2011-07-01,259
J01CR02,2011-08-01,1042
J01FA09,2011-08-01,335
J01FA10,2011-08-01,323
J01CA04,2011-08-01,264
J01DD08,2011-08-01,239
J01CR02,2011-09-01,1553
J01FA10,2011-09-01,489
J01FA09,2011-09-01,470
J01CA04,2011-09-01,426
J01DD08,2011-09-01,310
J01CR02,2011-10-01,1642
J01FA10,2011-10-01,528
J01FA09,2011-10-01,516
J01CA04,2011-10-01,458
J01DD08,2011-10-01,361
J01CR02,2011-11-01,1608
J01FA10,2011-11-01,547
J01FA09,2011-11-01,497
J01CA04,2011-11-01,457
J01DD08,2011-11-01,368
J01CR02,2011-12-01,1534
J01FA09,2011-12-01,498
J01CA04,2011-12-01,430
J01FA10,2011-12-01,422
J01DD08,2011-12-01,370
J01CR02,2012-01-01,1963
J01FA09,2012-01-01,565
J01FA10,2012-01-01,541
J01CA04,2012-01-01,523
J01DD08,2012-01-01,449
J01CR02,2012-02-01,1700
J01FA09,2012-02-01,521
J01FA10,2012-02-01,480
J01DD08,2012-02-01,421
J01CA04,2012-02-01,412
J01CR02,2012-03-01,1532
J01FA09,2012-03-01,481
J01FA10,2012-03-01,442
J01CA04,2012-03-01,395
J01DD08,2012-03-01,378
J01CR02,2012-04-01,1307
J01FA09,2012-04-01,421
J01FA10,2012-04-01,408
J01CA04,2012-04-01,341
J01DD08,2012-04-01,311
J01CR02,2012-05-01,1471
J01FA10,2012-05-01,480
J01FA09,2012-05-01,473
J01CA04,2012-05-01,370
J01DD08,2012-05-01,333
J01CR02,2012-06-01,1060
J01FA09,2012-06-01,390
J01FA10,2012-06-01,340
J01CA04,2012-06-01,266
J01DD08,2012-06-01,265
J01CR02,2012-07-01,1333
J01FA09,2012-07-01,353
J01FA10,2012-07-01,346
J01DD08,2012-07-01,289
J01CA04,2012-07-01,256
J01CR02,2012-08-01,1149
J01FA10,2012-08-01,313
J01FA09,2012-08-01,309
J01CA04,2012-08-01,244
J01DD08,2012-08-01,242
J01CR02,2012-09-01,1576
J01FA10,2012-09-01,450
J01FA09,2012-09-01,423
J01CA04,2012-09-01,374
J01DD08,2012-09-01,348
J01CR02,2012-10-01,1714
J01FA10,2012-10-01,527
J01FA09,2012-10-01,475
J01CA04,2012-10-01,413
J01DD08,2012-10-01,377
J01CR02,2012-11-01,1567
J01FA10,2012-11-01,436
J01FA09,2012-11-01,384
J01CA04,2012-11-01,384
J01DD08,2012-11-01,367
J01MA02,2012-11-01,209
J01CR02,2012-12-01,1388
J01FA09,2012-12-01,432
J01FA10,2012-12-01,390
J01CA04,2012-12-01,320
J01DD08,2012-12-01,307
J01CR02,2013-01-01,2101
J01FA10,2013-01-01,635
J01FA09,2013-01-01,603
J01DD08,2013-01-01,538
J01CA04,2013-01-01,498
J01CR02,2013-02-01,1839
J01FA09,2013-02-01,512
J01FA10,2013-02-01,469
J01DD08,2013-02-01,407
J01CA04,2013-02-01,407
J01MA02,2013-02-01,195
J01CR02,2013-03-01,1692
J01FA10,2013-03-01,470
J01FA09,2013-03-01,451
J01DD08,2013-03-01,375
J01CA04,2013-03-01,356
J01CR02,2013-04-01,1419
J01FA10,2013-04-01,436
J01FA09,2013-04-01,399
J01DD08,2013-04-01,359
J01CA04,2013-04-01,321
J01CR02,2013-05-01,1490
J01FA10,2013-05-01,456
J01FA09,2013-05-01,397
J01DD08,2013-05-01,343
J01CA04,2013-05-01,327
J01CR02,2013-06-01,1260
J01FA10,2013-06-01,360
J01FA09,2013-06-01,353
J01DD08,2013-06-01,273
J01CA04,2013-06-01,246
J01CR02,2013-07-01,1306
J01FA10,2013-07-01,356
J01FA09,2013-07-01,337
J01DD08,2013-07-01,300
J01CA04,2013-07-01,276
J01CR02,2013-08-01,1054
J01FA09,2013-08-01,279
J01DD08,2013-08-01,266
J01FA10,2013-08-01,264
J01CA04,2013-08-01,187
J01CR02,2013-09-01,1595
J01FA09,2013-09-01,457
J01FA10,2013-09-01,429
J01DD08,2013-09-01,408
J01CA04,2013-09-01,328
J01CR02,2013-10-01,1790
J01FA09,2013-10-01,495
J01FA10,2013-10-01,486
J01DD08,2013-10-01,450
J01CA04,2013-10-01,381
J01CR02,2013-11-01,1447
J01FA10,2013-11-01,426
J01FA09,2013-11-01,373
J01DD08,2013-11-01,366
J01CA04,2013-11-01,263
J01CR02,2013-12-01,1705
J01FA09,2013-12-01,474
J01FA10,2013-12-01,453
J01DD08,2013-12-01,438
J01CA04,2013-12-01,378
J01CR02,2014-01-01,2196
J01FA09,2014-01-01,626
J01DD08,2014-01-01,618
J01FA10,2014-01-01,569
J01CA04,2014-01-01,490
J01CR02,2014-02-01,1871
J01DD08,2014-02-01,556
J01FA09,2014-02-01,533
J01FA10,2014-02-01,496
J01CA04,2014-02-01,348
J01CR02,2014-03-01,1880
J01DD08,2014-03-01,527
J01FA10,2014-03-01,522
J01FA09,2014-03-01,520
J01CA04,2014-03-01,357
J01CR02,2014-04-01,1482
J01FA10,2014-04-01,434
J01FA09,2014-04-01,429
J01DD08,2014-04-01,399
J01CA04,2014-04-01,269
J01CR02,2014-05-01,1537
J01FA10,2014-05-01,452
J01FA09,2014-05-01,440
J01DD08,2014-05-01,396
J01CA04,2014-05-01,263
J01CR02,2014-06-01,1355
J01FA09,2014-06-01,394
J01FA10,2014-06-01,354
J01DD08,2014-06-01,341
J01CA04,2014-06-01,218
J01CR02,2014-07-01,1393
J01FA09,2014-07-01,381
J01FA10,2014-07-01,339
J01DD08,2014-07-01,312
J01CA04,2014-07-01,246
J01CR02,2014-08-01,1142
J01DD08,2014-08-01,296
J01FA09,2014-08-01,283
J01FA10,2014-08-01,269
J01CA04,2014-08-01,189
J01CR02,2014-09-01,1661
J01FA09,2014-09-01,461
J01FA10,2014-09-01,438
J01DD08,2014-09-01,371
J01CA04,2014-09-01,358
J01CR02,2014-10-01,1820
J01FA09,2014-10-01,472
J01DD08,2014-10-01,467
J01FA10,2014-10-01,464
J01CA04,2014-10-01,311
J01CR02,2014-11-01,1489
J01FA10,2014-11-01,390
J01FA09,2014-11-01,385
J01DD08,2014-11-01,384
J01CA04,2014-11-01,283
J01CR02,2014-12-01,1535
J01DD08,2014-12-01,452
J01FA10,2014-12-01,412
J01FA09,2014-12-01,389
J01CA04,2014-12-01,268
J01CR02,2015-01-01,2113
J01FA09,2015-01-01,639
J01DD08,2015-01-01,607
J01FA10,2015-01-01,566
J01CA04,2015-01-01,430
J01CR02,2015-02-01,1793
J01DD08,2015-02-01,556
J01FA09,2015-02-01,514
J01FA10,2015-02-01,480
J01CA04,2015-02-01,330
J01CR02,2015-03-01,1755
J01FA10,2015-03-01,536
J01FA09,2015-03-01,516
J01DD08,2015-03-01,505
J01CA04,2015-03-01,365
J01CR02,2015-04-01,1310
J01FA10,2015-04-01,399
J01DD08,2015-04-01,398
J01FA09,2015-04-01,373
J01CA04,2015-04-01,245
J01CR02,2015-05-01,1227
J01FA10,2015-05-01,362
J01FA09,2015-05-01,361
J01DD08,2015-05-01,356
J01CA04,2015-05-01,227
J01CR02,2015-06-01,1221
J01FA10,2015-06-01,336
J01DD08,2015-06-01,287
J01FA09,2015-06-01,272
J01CA04,2015-06-01,227
J01CR02,2015-07-01,1309
J01FA10,2015-07-01,328
J01DD08,2015-07-01,314
J01FA09,2015-07-01,305
J01MA02,2015-07-01,232
J01CR02,2015-08-01,999
J01FA10,2015-08-01,277
J01DD08,2015-08-01,231
J01FA09,2015-08-01,227
J01XX01,2015-08-01,191
J01CR02,2015-09-01,1474
J01FA10,2015-09-01,388
J01FA09,2015-09-01,376
J01DD08,2015-09-01,343
J01CA04,2015-09-01,272
J01CR02,2015-10-01,1431
J01DD08,2015-10-01,422
J01FA10,2015-10-01,409
J01FA09,2015-10-01,407
J01CA04,2015-10-01,306
J01CR02,2015-11-01,1300
J01FA10,2015-11-01,370
J01DD08,2015-11-01,341
J01FA09,2015-11-01,336
J01CA04,2015-11-01,311
J01CR02,2015-12-01,1459
J01FA10,2015-12-01,440
J01FA09,2015-12-01,394
J01DD08,2015-12-01,378
J01CA04,2015-12-01,281
J01CR02,2016-01-01,1536
J01FA09,2016-01-01,444
J01FA10,2016-01-01,435
J01DD08,2016-01-01,408
J01CA04,2016-01-01,300
J01CR02,2016-02-01,1714
J01DD08,2016-02-01,496
J01FA10,2016-02-01,482
J01FA09,2016-02-01,465
J01CA04,2016-02-01,311
J01CR02,2016-03-01,1871
J01FA09,2016-03-01,579
J01DD08,2016-03-01,572
J01FA10,2016-03-01,527
J01CA04,2016-03-01,373
J01CR02,2016-04-01,1452
J01DD08,2016-04-01,430
J01FA10,2016-04-01,421
J01FA09,2016-04-01,393
J01CA04,2016-04-01,264
J01CR02,2016-05-01,1443
J01DD08,2016-05-01,399
J01FA10,2016-05-01,395
J01FA09,2016-05-01,369
J01CA04,2016-05-01,277
J01CR02,2016-06-01,1109
J01FA10,2016-06-01,329
J01FA09,2016-06-01,271
J01DD08,2016-06-01,261
J01CA04,2016-06-01,200
J01CR02,2016-07-01,1101
J01FA10,2016-07-01,300
J01FA09,2016-07-01,261
J01DD08,2016-07-01,251
J01MA02,2016-07-01,180
J01CR02,2016-08-01,1036
J01DD08,2016-08-01,266
J01FA10,2016-08-01,258
J01FA09,2016-08-01,237
J01MA02,2016-08-01,192
J01CR02,2016-09-01,1404
J01FA10,2016-09-01,364
J01FA09,2016-09-01,353
J01DD08,2016-09-01,345
J01CA04,2016-09-01,247
J01CR02,2016-10-01,1376
J01FA10,2016-10-01,410
J01FA09,2016-10-01,380
J01DD08,2016-10-01,357
J01CA04,2016-10-01,247
J01CR02,2016-11-01,1329
J01FA10,2016-11-01,339
J01DD08,2016-11-01,330
J01FA09,2016-11-01,314
J01MA02,2016-11-01,222
J01CR02,2016-12-01,1830
J01FA10,2016-12-01,562
J01DD08,2016-12-01,487
J01FA09,2016-12-01,485
J01CA04,2016-12-01,335
J01CR02,2017-01-01,1712
J01FA10,2017-01-01,478
J01FA09,2017-01-01,469
J01DD08,2017-01-01,450
J01CA04,2017-01-01,297
J01CR02,2017-02-01,1298
J01FA10,2017-02-01,418
J01DD08,2017-02-01,375
J01FA09,2017-02-01,338
J01CA04,2017-02-01,234
J01CR02,2017-03-01,1470
J01FA10,2017-03-01,492
J01DD08,2017-03-01,395
J01FA09,2017-03-01,345
J01CA04,2017-03-01,264
J01CR02,2017-04-01,1025
J01FA10,2017-04-01,347
J01MA02,2017-04-01,347
J01FA09,2017-04-01,291
J01DD08,2017-04-01,275
J01CA04,2017-04-01,161
J01CR02,2017-05-01,1235
J01FA10,2017-05-01,366
J01FA09,2017-05-01,311
J01DD08,2017-05-01,293
J01CA04,2017-05-01,211
J01CR02,2017-06-01,1009
J01FA10,2017-06-01,277
J01FA09,2017-06-01,239
J01DD08,2017-06-01,215
J01MA02,2017-06-01,201
J01CR02,2017-07-01,1053
J01FA10,2017-07-01,292
J01DD08,2017-07-01,218
J01FA09,2017-07-01,217
J01MA02,2017-07-01,175
J01CR02,2017-08-01,934
J01DD08,2017-08-01,253
J01FA10,2017-08-01,240
J01FA09,2017-08-01,199
A07AA11,2017-08-01,148
J01CR02,2017-09-01,1227
J01FA10,2017-09-01,378
J01DD08,2017-09-01,328
J01FA09,2017-09-01,314
J01MA02,2017-09-01,210
J01CR02,2017-10-01,1380
J01FA10,2017-10-01,417
J01DD08,2017-10-01,403
J01FA09,2017-10-01,350
J01CA04,2017-10-01,270
J01CR02,2017-11-01,1193
J01FA10,2017-11-01,347
J01DD08,2017-11-01,325
J01FA09,2017-11-01,260
J01CA04,2017-11-01,194
J01CR02,2017-12-01,1154
J01FA10,2017-12-01,339
J01FA09,2017-12-01,286
J01DD08,2017-12-01,276
J01CA04,2017-12-01,178
J01CR02,2018-01-01,1803
J01FA10,2018-01-01,539
J01DD08,2018-01-01,471
J01FA09,2018-01-01,422
J01CA04,2018-01-01,283
J01CR02,2018-02-01,1271
J01DD08,2018-02-01,376
J01FA10,2018-02-01,372
J01FA09,2018-02-01,351
J01CA04,2018-02-01,199
J01CR02,2018-03-01,1266
J01FA10,2018-03-01,393
J01DD08,2018-03-01,389
J01FA09,2018-03-01,313
J01CA04,2018-03-01,195
J01CR02,2018-04-01,999
J01DD08,2018-04-01,322
J01FA10,2018-04-01,317
J01FA09,2018-04-01,279
J01MA02,2018-04-01,193
J01CR02,2018-05-01,1124
J01FA10,2018-05-01,346
J01DD08,2018-05-01,277
J01FA09,2018-05-01,267
J01MA02,2018-05-01,171
J01CR02,2018-06-01,880
J01FA10,2018-06-01,293
J01DD08,2018-06-01,216
J01FA09,2018-06-01,211
J01MA02,2018-06-01,162
J01CR02,2018-07-01,1016
J01FA10,2018-07-01,284
J01DD08,2018-07-01,244
J01FA09,2018-07-01,215
J01XX01,2018-07-01,167
J01CR02,2018-08-01,742
J01FA10,2018-08-01,229
J01DD08,2018-08-01,212
J01FA09,2018-08-01,192
J01MA02,2018-08-01,133
J01CR02,2018-09-01,235
J01DD08,2018-09-01,48
J01FA10,2018-09-01,45
J01FA09,2018-09-01,44
J01CA04,2018-09-01,36
