co_codifa,mese,count
025300029,2008-01-01,2218
026089019,2008-01-01,1804
026664021,2008-01-01,1293
025202058,2008-01-01,1230
033940038,2008-01-01,1225
025300029,2008-02-01,1927
026089019,2008-02-01,1621
033940038,2008-02-01,1158
026664021,2008-02-01,1076
025202058,2008-02-01,1060
025300029,2008-03-01,1906
026089019,2008-03-01,1487
026664021,2008-03-01,1074
033940038,2008-03-01,1048
025680024,2008-03-01,967
025300029,2008-04-01,2075
026089019,2008-04-01,1518
026664021,2008-04-01,1120
025680024,2008-04-01,1054
033940038,2008-04-01,1040
025300029,2008-05-01,2062
026089019,2008-05-01,1401
025680024,2008-05-01,1094
026664021,2008-05-01,1002
033940038,2008-05-01,953
025300029,2008-06-01,2124
026089019,2008-06-01,1327
025680024,2008-06-01,1051
026664021,2008-06-01,957
033940038,2008-06-01,895
025300029,2008-07-01,2419
026089019,2008-07-01,1397
025680024,2008-07-01,1250
026664021,2008-07-01,1106
033940038,2008-07-01,897
025300029,2008-08-01,1600
026089019,2008-08-01,1036
025680024,2008-08-01,884
026664021,2008-08-01,813
033940038,2008-08-01,594
025300029,2008-09-01,2258
026089019,2008-09-01,1563
026664021,2008-09-01,1171
025680024,2008-09-01,1119
033940038,2008-09-01,975
025300029,2008-10-01,2147
026089019,2008-10-01,1864
026664021,2008-10-01,1242
033940038,2008-10-01,1228
023097102,2008-10-01,1122
025300029,2008-11-01,1775
026089019,2008-11-01,1423
033940038,2008-11-01,1023
026664021,2008-11-01,1000
025680024,2008-11-01,997
025300029,2008-12-01,2060
026089019,2008-12-01,1607
026664021,2008-12-01,1143
033940038,2008-12-01,1086
025680024,2008-12-01,1065
025300029,2009-01-01,2202
026089019,2009-01-01,1881
033940038,2009-01-01,1251
026664021,2009-01-01,1227
025680024,2009-01-01,1145
025300029,2009-02-01,1893
026089019,2009-02-01,1562
033940038,2009-02-01,1106
026664021,2009-02-01,1054
025680024,2009-02-01,965
025300029,2009-03-01,2242
026089019,2009-03-01,1774
026664021,2009-03-01,1291
033940038,2009-03-01,1239
025680024,2009-03-01,1098
025300029,2009-04-01,2187
026089019,2009-04-01,1572
026664021,2009-04-01,1262
033940038,2009-04-01,1083
025680024,2009-04-01,980
025300029,2009-05-01,2140
026089019,2009-05-01,1548
026664021,2009-05-01,1140
033940038,2009-05-01,1033
025680024,2009-05-01,1031
025300029,2009-06-01,2338
026089019,2009-06-01,1495
025680024,2009-06-01,1223
026664021,2009-06-01,1209
033940038,2009-06-01,992
025300029,2009-07-01,2596
026089019,2009-07-01,1588
025680024,2009-07-01,1400
026664021,2009-07-01,1146
033940038,2009-07-01,960
025300029,2009-08-01,1793
026089019,2009-08-01,1020
025680024,2009-08-01,934
026664021,2009-08-01,879
033940038,2009-08-01,631
025300029,2009-09-01,2370
026089019,2009-09-01,1632
025680024,2009-09-01,1257
026664021,2009-09-01,1214
033940038,2009-09-01,1077
025300029,2009-10-01,2198
026089019,2009-10-01,1786
026664021,2009-10-01,1350
025680024,2009-10-01,1243
033940038,2009-10-01,1237
025300029,2009-11-01,2009
026089019,2009-11-01,1694
033940038,2009-11-01,1388
026664021,2009-11-01,1266
025680024,2009-11-01,1120
025300029,2009-12-01,2219
026089019,2009-12-01,1333
026664021,2009-12-01,1166
033940038,2009-12-01,1123
025680024,2009-12-01,1033
025300029,2010-01-01,2398
026089019,2010-01-01,1446
026664021,2010-01-01,1263
033940038,2010-01-01,1154
025680024,2010-01-01,1010
025300029,2010-02-01,2174
026089019,2010-02-01,1323
033940038,2010-02-01,1210
026664021,2010-02-01,1095
025680024,2010-02-01,932
025300029,2010-03-01,2621
026089019,2010-03-01,1684
033940038,2010-03-01,1552
026664021,2010-03-01,1429
025202058,2010-03-01,1160
025300029,2010-04-01,2410
026089019,2010-04-01,1464
033940038,2010-04-01,1250
026664021,2010-04-01,1205
025202058,2010-04-01,995
025300029,2010-05-01,2292
026089019,2010-05-01,1407
026664021,2010-05-01,1269
033940038,2010-05-01,1269
025680024,2010-05-01,960
025202058,2010-05-01,872
025300029,2010-06-01,2525
026089019,2010-06-01,1358
026664021,2010-06-01,1347
033940038,2010-06-01,1113
025680024,2010-06-01,997
025300029,2010-07-01,2732
026089019,2010-07-01,1344
026664021,2010-07-01,1267
025680024,2010-07-01,1168
033940038,2010-07-01,1084
025300029,2010-08-01,2389
026089019,2010-08-01,1188
026664021,2010-08-01,1094
025680024,2010-08-01,1039
033940038,2010-08-01,868
025300029,2010-09-01,1792
026089019,2010-09-01,1068
026664021,2010-09-01,967
033940038,2010-09-01,892
025680024,2010-09-01,759
025300029,2010-10-01,2175
026664021,2010-10-01,1386
026089019,2010-10-01,1375
033940038,2010-10-01,1317
025202058,2010-10-01,984
025300029,2010-11-01,2203
026089019,2010-11-01,1338
026664021,2010-11-01,1284
033940038,2010-11-01,1196
025680024,2010-11-01,939
025300029,2010-12-01,1999
026089019,2010-12-01,1448
033940038,2010-12-01,1281
026664021,2010-12-01,1186
025680024,2010-12-01,902
025300029,2011-01-01,2119
026089019,2011-01-01,1646
033940038,2011-01-01,1397
026664021,2011-01-01,1370
025202058,2011-01-01,1206
025300029,2011-02-01,1967
026089019,2011-02-01,1539
033940038,2011-02-01,1355
026664021,2011-02-01,1276
025202058,2011-02-01,1017
025300029,2011-03-01,2334
026089019,2011-03-01,1581
033940038,2011-03-01,1483
026664021,2011-03-01,1392
025680024,2011-03-01,1018
025300029,2011-04-01,1991
026089019,2011-04-01,1380
033940038,2011-04-01,1270
026664021,2011-04-01,1221
025202058,2011-04-01,901
025300029,2011-05-01,2313
026089019,2011-05-01,1546
033940038,2011-05-01,1444
026664021,2011-05-01,1333
025680024,2011-05-01,928
025300029,2011-06-01,2276
026089019,2011-06-01,1306
026664021,2011-06-01,1217
033940038,2011-06-01,1125
025680024,2011-06-01,945
025300029,2011-07-01,2322
026089019,2011-07-01,1335
026664021,2011-07-01,1241
033940038,2011-07-01,1085
025680024,2011-07-01,1027
025300029,2011-08-01,1852
026089019,2011-08-01,1079
026664021,2011-08-01,1011
033940038,2011-08-01,785
025680024,2011-08-01,782
025300029,2011-09-01,2218
026089019,2011-09-01,1396
026664021,2011-09-01,1352
033940038,2011-09-01,1168
025680024,2011-09-01,981
025300029,2011-10-01,2022
026089019,2011-10-01,1565
033940038,2011-10-01,1318
026664021,2011-10-01,1307
025202058,2011-10-01,947
025300029,2011-11-01,2185
026089019,2011-11-01,1626
026664021,2011-11-01,1403
033940038,2011-11-01,1393
025202058,2011-11-01,979
025300029,2011-12-01,2104
026089019,2011-12-01,1586
033940038,2011-12-01,1374
026664021,2011-12-01,1274
025202058,2011-12-01,1112
025300029,2012-01-01,2389
026089019,2012-01-01,1951
033940038,2012-01-01,1616
026664021,2012-01-01,1420
025202058,2012-01-01,1414
025300029,2012-02-01,1939
026089019,2012-02-01,1708
033940038,2012-02-01,1493
026664021,2012-02-01,1271
025202058,2012-02-01,1268
025300029,2012-03-01,2325
026089019,2012-03-01,1663
033940038,2012-03-01,1466
026664021,2012-03-01,1275
025202058,2012-03-01,927
025300029,2012-04-01,2091
026089019,2012-04-01,1548
033940038,2012-04-01,1257
026664021,2012-04-01,1156
025202058,2012-04-01,889
025300029,2012-05-01,2416
026089019,2012-05-01,1735
026664021,2012-05-01,1424
033940038,2012-05-01,1271
025680024,2012-05-01,948
025300029,2012-06-01,2376
026089019,2012-06-01,1536
033940038,2012-06-01,1132
026664021,2012-06-01,1128
025680024,2012-06-01,859
025300029,2012-07-01,2790
026089019,2012-07-01,1571
026664021,2012-07-01,1332
025680024,2012-07-01,1133
033940038,2012-07-01,1064
025300029,2012-08-01,2271
026089019,2012-08-01,1159
026664021,2012-08-01,934
025680024,2012-08-01,778
033940038,2012-08-01,772
025300029,2012-09-01,2816
026089019,2012-09-01,1680
026664021,2012-09-01,1212
033940038,2012-09-01,1129
025680024,2012-09-01,945
025300029,2012-10-01,2930
026089019,2012-10-01,2040
033940038,2012-10-01,1465
026664021,2012-10-01,1428
025680024,2012-10-01,1062
025300029,2012-11-01,2741
026089019,2012-11-01,1987
033940038,2012-11-01,1452
026664021,2012-11-01,1416
025680024,2012-11-01,981
025300029,2012-12-01,2545
026089019,2012-12-01,1830
033940038,2012-12-01,1316
026664021,2012-12-01,1233
025202058,2012-12-01,1029
025300029,2013-01-01,3187
026089019,2013-01-01,2528
033940038,2013-01-01,1899
026664021,2013-01-01,1607
025202058,2013-01-01,1478
025300029,2013-02-01,2550
026089019,2013-02-01,2094
033940038,2013-02-01,1553
026664021,2013-02-01,1384
025202058,2013-02-01,1223
025300029,2013-03-01,2773
026089019,2013-03-01,2020
033940038,2013-03-01,1594
026664021,2013-03-01,1459
025202058,2013-03-01,1180
025300029,2013-04-01,2897
026089019,2013-04-01,2009
033940038,2013-04-01,1499
026664021,2013-04-01,1347
025202058,2013-04-01,1068
025300029,2013-05-01,3234
026089019,2013-05-01,2091
033940038,2013-05-01,1486
026664021,2013-05-01,1481
025680024,2013-05-01,1086
025300029,2013-06-01,2948
026089019,2013-06-01,1842
026664021,2013-06-01,1302
033940038,2013-06-01,1233
025680024,2013-06-01,952
025300029,2013-07-01,3526
026089019,2013-07-01,1879
026664021,2013-07-01,1449
033940038,2013-07-01,1335
025680024,2013-07-01,1244
025300029,2013-08-01,2463
026089019,2013-08-01,1405
026664021,2013-08-01,1041
033940038,2013-08-01,889
025680024,2013-08-01,886
025300029,2013-09-01,3199
026089019,2013-09-01,2181
026664021,2013-09-01,1525
033940038,2013-09-01,1224
025680024,2013-09-01,1086
025300029,2013-10-01,3139
026089019,2013-10-01,2392
026664021,2013-10-01,1603
033940038,2013-10-01,1544
025680024,2013-10-01,1179
025300029,2013-11-01,2837
026089019,2013-11-01,2042
026664021,2013-11-01,1522
033940038,2013-11-01,1337
025680024,2013-11-01,1048
025300029,2013-12-01,2776
026089019,2013-12-01,2249
033940038,2013-12-01,1632
026664021,2013-12-01,1520
025202058,2013-12-01,1248
025300029,2014-01-01,3363
026089019,2014-01-01,2964
033940038,2014-01-01,1951
026664021,2014-01-01,1839
025202058,2014-01-01,1730
025300029,2014-02-01,2867
026089019,2014-02-01,2310
026664021,2014-02-01,1672
033940038,2014-02-01,1609
025202058,2014-02-01,1385
025300029,2014-03-01,3041
026089019,2014-03-01,2426
033940038,2014-03-01,1722
026664021,2014-03-01,1688
025202058,2014-03-01,1282
025300029,2014-04-01,3035
026089019,2014-04-01,2188
026664021,2014-04-01,1462
033940038,2014-04-01,1422
025202058,2014-04-01,1040
025300029,2014-05-01,3391
026089019,2014-05-01,2258
026664021,2014-05-01,1607
033940038,2014-05-01,1487
025680024,2014-05-01,1126
025300029,2014-06-01,3337
026089019,2014-06-01,1990
026664021,2014-06-01,1564
033940038,2014-06-01,1355
025680024,2014-06-01,1106
025300029,2014-07-01,3796
026089019,2014-07-01,2130
026664021,2014-07-01,1586
025680024,2014-07-01,1342
033940038,2014-07-01,1320
025300029,2014-08-01,2691
026089019,2014-08-01,1472
026664021,2014-08-01,1179
025680024,2014-08-01,978
033940038,2014-08-01,824
025300029,2014-09-01,3624
026089019,2014-09-01,2269
026664021,2014-09-01,1718
033940038,2014-09-01,1374
025680024,2014-09-01,1220
025300029,2014-10-01,3263
026089019,2014-10-01,2528
026664021,2014-10-01,1788
033940038,2014-10-01,1558
025680024,2014-10-01,1269
025300029,2014-11-01,2875
026089019,2014-11-01,2291
026664021,2014-11-01,1548
033940038,2014-11-01,1447
025680024,2014-11-01,1106
025300029,2014-12-01,3015
026089019,2014-12-01,2491
026664021,2014-12-01,1734
033940038,2014-12-01,1535
025202058,2014-12-01,1258
025300029,2015-01-01,3246
026089019,2015-01-01,3039
025202058,2015-01-01,2199
033940038,2015-01-01,2093
026664021,2015-01-01,1975
025300029,2015-02-01,2859
026089019,2015-02-01,2537
033940038,2015-02-01,1821
026664021,2015-02-01,1788
025202058,2015-02-01,1780
025300029,2015-03-01,3444
026089019,2015-03-01,2716
026664021,2015-03-01,1883
033940038,2015-03-01,1834
025202058,2015-03-01,1557
025300029,2015-04-01,3117
026089019,2015-04-01,2329
026664021,2015-04-01,1614
033940038,2015-04-01,1611
025202058,2015-04-01,1380
025300029,2015-05-01,3290
026089019,2015-05-01,2207
026664021,2015-05-01,1566
033940038,2015-05-01,1297
025680024,2015-05-01,1148
025300029,2015-06-01,3827
026089019,2015-06-01,2252
026664021,2015-06-01,1657
025680024,2015-06-01,1390
033940038,2015-06-01,1320
025300029,2015-07-01,3840
026089019,2015-07-01,2189
026664021,2015-07-01,1587
025680024,2015-07-01,1581
033940038,2015-07-01,1272
025300029,2015-08-01,2889
026089019,2015-08-01,1606
026664021,2015-08-01,1300
025680024,2015-08-01,1068
033940038,2015-08-01,908
025300029,2015-09-01,3691
026089019,2015-09-01,2233
026664021,2015-09-01,1715
025680024,2015-09-01,1372
033940038,2015-09-01,1306
025300029,2015-10-01,3329
026089019,2015-10-01,2399
026664021,2015-10-01,1685
033940038,2015-10-01,1422
025680024,2015-10-01,1311
025300029,2015-11-01,3145
026089019,2015-11-01,2412
026664021,2015-11-01,1608
033940038,2015-11-01,1496
025680024,2015-11-01,1253
025300029,2015-12-01,3260
026089019,2015-12-01,2457
026664021,2015-12-01,1643
033940038,2015-12-01,1500
025202058,2015-12-01,1414
025300029,2016-01-01,3317
026089019,2016-01-01,2653
033940038,2016-01-01,1768
025202058,2016-01-01,1642
026664021,2016-01-01,1638
025300029,2016-02-01,3263
026089019,2016-02-01,2538
033940038,2016-02-01,1666
026664021,2016-02-01,1626
025202058,2016-02-01,1472
025300029,2016-03-01,3476
026089019,2016-03-01,2501
033940038,2016-03-01,1679
026664021,2016-03-01,1632
025202058,2016-03-01,1511
025300029,2016-04-01,3260
026089019,2016-04-01,2437
026664021,2016-04-01,1540
033940038,2016-04-01,1473
025202058,2016-04-01,1263
025300029,2016-05-01,3520
026089019,2016-05-01,2547
026664021,2016-05-01,1579
033940038,2016-05-01,1485
025680024,2016-05-01,1270
025300029,2016-06-01,3468
026089019,2016-06-01,2169
026664021,2016-06-01,1438
025680024,2016-06-01,1256
033940038,2016-06-01,1225
025300029,2016-07-01,3733
026089019,2016-07-01,2059
026664021,2016-07-01,1447
025680024,2016-07-01,1447
033940038,2016-07-01,1178
025202058,2016-07-01,702
025300029,2016-08-01,3070
026089019,2016-08-01,1877
026664021,2016-08-01,1248
025680024,2016-08-01,1179
033940038,2016-08-01,965
025300029,2016-09-01,3490
026089019,2016-09-01,2399
026664021,2016-09-01,1539
025680024,2016-09-01,1399
033940038,2016-09-01,1305
025300029,2016-10-01,3151
026089019,2016-10-01,2419
026664021,2016-10-01,1595
033940038,2016-10-01,1517
025680024,2016-10-01,1275
025300029,2016-11-01,3385
026089019,2016-11-01,2512
026664021,2016-11-01,1561
033940038,2016-11-01,1475
025680024,2016-11-01,1330
025300029,2016-12-01,3237
026089019,2016-12-01,2912
033940038,2016-12-01,1749
025202058,2016-12-01,1692
026664021,2016-12-01,1590
026089019,2017-01-01,3388
025300029,2017-01-01,3340
025202058,2017-01-01,2252
033940038,2017-01-01,2039
026664021,2017-01-01,1867
025300029,2017-02-01,3069
026089019,2017-02-01,2635
026664021,2017-02-01,1598
033940038,2017-02-01,1491
025202058,2017-02-01,1256
025300029,2017-03-01,3462
026089019,2017-03-01,2989
033940038,2017-03-01,1671
026664021,2017-03-01,1644
025202058,2017-03-01,1365
025300029,2017-04-01,3018
026089019,2017-04-01,2379
026664021,2017-04-01,1291
033940038,2017-04-01,1211
025680024,2017-04-01,1116
025300029,2017-05-01,3751
026089019,2017-05-01,3012
026664021,2017-05-01,1699
025680024,2017-05-01,1423
033940038,2017-05-01,1390
025300029,2017-06-01,3622
026089019,2017-06-01,2551
026664021,2017-06-01,1439
025680024,2017-06-01,1353
033940038,2017-06-01,1131
025300029,2017-07-01,3805
026089019,2017-07-01,2564
026664021,2017-07-01,1541
025680024,2017-07-01,1495
033940038,2017-07-01,1033
025300029,2017-08-01,2948
026089019,2017-08-01,1898
026664021,2017-08-01,1368
025680024,2017-08-01,1210
033940038,2017-08-01,872
025300029,2017-09-01,3566
026089019,2017-09-01,2847
026664021,2017-09-01,1712
025680024,2017-09-01,1435
033940038,2017-09-01,1245
025300029,2017-10-01,3437
026089019,2017-10-01,3154
026664021,2017-10-01,1978
033940038,2017-10-01,1549
025680024,2017-10-01,1386
025300029,2017-11-01,3239
026089019,2017-11-01,3001
026664021,2017-11-01,1698
033940038,2017-11-01,1475
025680024,2017-11-01,1351
025300029,2017-12-01,3026
026089019,2017-12-01,2879
026664021,2017-12-01,1565
033940038,2017-12-01,1453
025202058,2017-12-01,1268
026089019,2018-01-01,3965
025300029,2018-01-01,3663
025202058,2018-01-01,2173
033940038,2018-01-01,2109
026664021,2018-01-01,2059
025300029,2018-02-01,2923
026089019,2018-02-01,2907
026664021,2018-02-01,1670
033940038,2018-02-01,1474
025202058,2018-02-01,1358
025300029,2018-03-01,3418
026089019,2018-03-01,2938
026664021,2018-03-01,1753
033940038,2018-03-01,1574
025202058,2018-03-01,1290
025300029,2018-04-01,3187
026089019,2018-04-01,2706
026664021,2018-04-01,1598
033940038,2018-04-01,1426
025202058,2018-04-01,1142
025300029,2018-05-01,3595
026089019,2018-05-01,2908
026664021,2018-05-01,1734
033940038,2018-05-01,1460
025680024,2018-05-01,1377
025300029,2018-06-01,3386
026089019,2018-06-01,2391
026664021,2018-06-01,1646
025680024,2018-06-01,1355
033940038,2018-06-01,1212
025300029,2018-07-01,3607
026089019,2018-07-01,2532
026664021,2018-07-01,1556
025680024,2018-07-01,1524
033940038,2018-07-01,1162
025300029,2018-08-01,2576
026089019,2018-08-01,1765
026664021,2018-08-01,1190
025680024,2018-08-01,1069
033940038,2018-08-01,813
025300029,2018-09-01,741
026089019,2018-09-01,508
026664021,2018-09-01,338
033940038,2018-09-01,275
025680024,2018-09-01,273
